,ID,IdSubject,PersonNumber,Text,MeetingCouncilAbbreviation,MeetingDate,IdSession,SpeakerFunction,CouncilId,Start,End,Function,LanguageOfText
0,280912,52834,3867,"Geschätzte Kolleginnen und Kollegen, ich begrüsse Sie herzlich zur Sondersession.
Genau vor einem Jahr haben wir uns für eine ausserordentliche Session in den Bernexpo-Hallen getroffen. Es war für uns ein ungewohntes Arbeitsumfeld: nüchtern, funktional ausgestattet und auf Distanz bedacht. Mit dem Umzug an den Stadtrand von Bern konnten wir jedoch unsere parlamentarische Arbeit fortsetzen und unsere Aufgaben erfüllen. Die ausserordentliche Lage bedürfe eben auch ausserordentlicher Massnahmen, sagte damals meine Vorgängerin Isabelle Moret.
In den letzten zwölf Monaten haben wir uns immer wieder der aktuellen Lage angepasst und Erfahrungen gesammelt. Wir lernen, mit dem Virus zu leben. Nicht nur unser Parlamentsgebäude ist inzwischen Covid-19-tauglich, auch wir sind krisengeprüfter. Nach gut einem Jahr Covid-19 sind wir in der Lage, so bin ich überzeugt, pragmatischer und gelassener mit der Pandemie und ihren Folgen umzugehen. Doch gelassen bedeutet nicht nachlässig. Wir sind nach wie vor gefordert, können aber mit Zuversicht handeln. Konzentrieren wir uns also auf unsere Arbeit, und erfüllen wir sie gut. Das sind wir den Bürgerinnen und Bürgern schuldig.
In diesem Sinne wünsche ich uns allen eine erfolgreiche und ergiebige Sondersession.
Ich informiere Sie darüber, dass unsere Kollegin Sandra Sollberger wegen Isolation bzw. Quarantäne infolge behördlicher Weisung im Zusammenhang mit Covid-19 gemäss Artikel 10a des Parlamentsgesetzes heute von zuhause aus über die Ratsgeschäfte abstimmen wird. Dies gilt nur für heute, ab morgen wird sie wieder anwesend sein.
Ich freue mich sehr zu sehen, dass Herr Nationalrat Angelo Barrile wieder unter uns weilt. Ganz herzlich willkommen, Angelo! (Beifall)
",N,20210503,5109,P-M,1.0,2021-05-03T14:30:22,2021-05-03T14:33:07,P-M,DE
1,280913,52835,3867,"Antrag der Kommission
Eintreten

Antrag des Bundesrates
Nichteintreten

Proposition de la commission 
Entrer en matière 

Proposition du Conseil fédéral
Ne pas entrer en matière
",N,20210503,5109,P-M,1.0,2021-05-03T14:33:07,2021-05-03T14:34:23,P-M,
2,280917,52835,4058,"Im September 2017 nahm die Bevölkerung mit einem überwältigenden Mehr von 78,7 Prozent den Verfassungsartikel zur Ernährungssicherheit an. In der Waadt - übrigens die grösste Zuckerrübenproduzentin - nahmen ihn ganze 92 Prozent an. Die Bevölkerung hat damit ein klares Bekenntnis zur Stärkung der inländischen Produktion abgelegt. Gleichzeitig will die Bevölkerung eine nachhaltig produzierende Landwirtschaft. Das zeigt die zunehmende Nachfrage nach Bioprodukten und das stete Bekenntnis zu Natur- und Umweltschutz in Volksabstimmungen. Es ist unsere Aufgabe, diese beiden Anliegen in Einklang zu bringen, und zwar gerade dann, wenn es Zielkonflikte gibt. 
Die Zuckerwirtschaft ist ein Paradebeispiel von inländischer Kreislaufwirtschaft. Dies geht vom Zuckerrübenanbau über die Zuckerproduktion durch unsere zwei Zuckerfabriken inklusive der Verwertung der Nebenprodukte in Tierfutter und Erde bis hin zur Verwertung des Zuckers durch unsere Schokolade-, Biskuit- und Getränkehersteller. Nun ist diese ganze inländische Wertschöpfungskette bedroht durch den Zuckerpreiszerfall auf den Weltmärkten, durch Regulierungsänderungen in der EU - was zu einem zusätzlichen Preiszerfall führte - und durch die Festlegung unseres bisherigen Grenzschutzes in Euro, weshalb die Währungsunterschiede voll durchschlagen. Es ist mehr oder weniger unbestritten, dass man auf diese Veränderungen reagieren muss. 
Weil der Bundesrat keinen genügenden Zollschutz auf Verordnungsstufe festlegen wollte, haben die Subkommission Zucker und dann die WAK grossmehrheitlich einem gesetzlichen Grenzschutz von 70 Franken pro Tonne zugestimmt. Pro memoria: Der Grenzschutz der EU beträgt 419 Euro pro Tonne. Ebenso unbestritten war, dass man die Einzelkulturbeiträge aus dem Zahlungstopf ""Marktunterstützung"" beibehalten und einen Anreiz durch höhere Beiträge für eine nachhaltige Produktion setzen wollte. Bestritten war jedoch die Höhe der Einzelkulturbeiträge. Sollen diese nun wie bisher 2100 Franken pro Hektare betragen oder deutlich weniger, also 1500 Franken? Die SP-Delegation hat in der Kommission dem tieferen Beitrag für die konventionelle Produktion und dem höheren für den Bioanbau zugestimmt. Dies erfolgte in der Meinung, die 1500 Franken würden reichen, um den Anbau aufrechtzuerhalten.
In den vergangenen Wochen musste ich lernen, dass dem nicht so ist. Die Zuckerrübenbauern sind nämlich zusätzlich von Ernteausfällen von bis zu 50 Prozent betroffen. Erstens plagt sie die viröse Vergilbung, übertragen durch Blattläuse, weil das Pestizid und Neonicotinoid namens Gaucho in der Schweiz verboten wurde, da es eine Bedrohung für die Bienen darstellt. Zur Information: In der EU ist es wieder zugelassen. Zweitens sind ihre Kulturen durch das sogenannte Syndrome Basses Richesses, verursacht durch eine Zikadenart, bedroht. Ein herabgesetzter Einzelkulturbeitrag würde die Ertragsausfälle keinesfalls kompensieren, weshalb die Anbauflächen deutlich zurückgegangen sind - mit starken Konsequenzen für die Auslastung der Zuckerfabriken. Die Kreislaufwirtschaft könnte nicht mehr rentabel betrieben werden. Ich entschuldige mich hier für diesen Fehler, den ich alleine zu verantworten habe.
Nun ist es so, dass die SP die nachhaltige Produktion in der Landwirtschaft schnell und deutlich vorantreiben will. Deshalb hat unsere Kollegin Martina Munz einen Kompromiss ausgearbeitet: Die gleich hohen Einzelkulturbeiträge wie bisher gelten höchstens für fünf Jahre. Das entspricht etwa dem Zeitraum, der gebraucht wird, um resistente Sorten zu züchten, womit die zügige Umstellung auf Bio- oder integrierte Produktion (IP) möglich wird.
Die Zuckerproduktion ist in der Schweiz, wir haben es gehört, bereits jetzt 30 Prozent nachhaltiger als anderswo. Dies ist so, weil unter anderem der Pestizideinsatz deutlich geringer ist, die Transportwege äusserst kurz sind und die Zuckerfabriken 100 Millionen Franken in Holzheizkraftwerke investiert haben - im Gegensatz zum Ausland, wo noch Kohle verstromt wird, um den Zucker zu trocknen.
Der Verband der Zuckerrübenproduzenten, deren Präsident Mitglied der Grünen Partei und Biobauer ist, hat sich zum Ziel gesetzt, in zehn Jahren 100 Prozent nach IP- oder Biorichtlinien zu produzieren. Die Zuckerfabriken, deren Wertschöpfung für die Region entscheidend ist und die immerhin über 400 Angestellte und Lehrlinge beschäftigen, können die Nachfrage nach Biozucker gut absorbieren. Gleichzeitig wird der pestizidfreie Anbau künftig über deutlich höhere Direktzahlungen begünstigt und die Forschung für den nachhaltigen Anbau vorangetrieben.
Wir bitten Sie deshalb, dem Einzelantrag Munz klar zuzustimmen. So bringen wir nämlich die Ziele einer inländischen und einer nachhaltigen Produktion in Einklang.
Ich persönlich bitte Sie gleichzeitig um Ablehnung des Einzelantrages Wasserfallen Christian. Nehmen wir die Zölle heraus, wird das ganze Gesamtkonzept hinfällig und unnötig. Es wäre dann einfach ehrlicher, wenn man sagen würde, man wolle keine einheimische Zuckerproduktion mehr. Auf diesen Standpunkt kann man sich stellen. Dann importieren wir halt ökologisch minderwertigen Zucker. Tun wir das, werden wir die ganze Kreislaufwirtschaft aus dem Lot bringen und künftig ökologisch deutlich minderwertigen, mit dem Pestizid Gaucho und mit Kohlestrom produzierten Zucker von weit her importieren müssen. Damit wäre weder der Nachhaltigkeit noch unserem Verfassungsauftrag der Ernährungssicherheit gedient.
",N,20210503,5109,Mit-F,1.0,2021-05-03T14:56:52,2021-05-03T15:03:40,Mit-F,DE
3,280918,52835,4247,"Ihre Kommission hat dieses Geschäft an ihrer Sitzung vom 2. Februar 2021 letztmals beraten. Das Geschäft hat bereits eine lange Vorgeschichte. Die Hintergründe dazu möchte ich Ihnen kurz aufzeigen.  
2017 hob die Europäische Union ihre Zuckerquote, also die Mengenbeschränkung, auf, worauf die Zuckerproduktion in der EU ausgedehnt wurde, was zu einer Erosion des Zuckerpreises führte. Der im Handel zwischen der EU und der Schweiz angewandte gegenseitige Verzicht auf Preisausgleichsmassnahmen für Zucker in landwirtschaftlichen Verarbeitungsprodukten wirkte sich aufgrund sinkender EU-Zuckerpreise auf den Schweizer Zuckermarkt aus. Die tieferen Zuckerpreise in der Schweiz führten zu einem Rückgang der Attraktivität des Zuckerrübenanbaus. Dadurch sank die Zuckerrüben-Anbaufläche, was zu einer tieferen Auslastung der beiden Werke der Schweizer Zucker AG und zu einer geringeren Wettbewerbsfähigkeit führte.
Vor diesem Hintergrund reichte Nationalrat Jacques Bourgeois die parlamentarische Initiative 15.479, ""Stopp dem ruinösen Preisdumping beim Zucker! Sicherung der inländischen Zuckerwirtschaft"", ein. Um die Rentabilität der inländischen Zucker- und Zuckerrübenproduktion sicherzustellen, soll der Mechanismus für die Festlegung der Zollsätze für importierten Zucker so angepasst werden, dass für Zucker ein Mindestpreis sichergestellt ist.
Während die Kommission für Wirtschaft und Abgaben des Nationalrates (WAK-N) der parlamentarischen Initiative Folge gab, verwehrte die WAK des Ständerates der Initiative die Zustimmung. Im zweiten Umlauf gab der Nationalrat im Februar 2018 Folge, was dann im Mai 2018 die WAK des Ständerates, wenn auch nur mit Stichentscheid des Präsidenten, ebenfalls tat. Am 19. Juni 2020 verlängerte der Nationalrat die Frist zur Behandlung des Geschäftes bis zur Sommersession 2022. Am 28. August 2020 diskutierte die WAK-N die Eckwerte, welche die von ihr eingesetzte Subkommission erarbeitet hatte. Mit 12 zu 12 Stimmen bei 1 Enthaltung ergab sich mit Stichentscheid des Präsidenten eine Mehrheit für die Einzelkulturbeiträge. Die WAK-N prüfte den Gesetzentwurf und den Bericht an ihrer Sitzung vom 17. September 2020. Sie nahm den Entwurf in der Gesamtabstimmung mit 22 zu 0 Stimmen bei 3 Enthaltungen an und beschloss die Eröffnung der Vernehmlassung. Am 2. Februar 2021 nahm die WAK-N die Ergebnisse der Vernehmlassung zur Kenntnis. 
Ihre Kommission ist nach wie vor der Meinung, dass es Massnahmen braucht, um den Fortbestand der Schweizer Zuckerwirtschaft zu sichern. Aus diesem Grund sieht sie in ihrer Vorlage unverändert einen Mindestgrenzschutz von 70 Franken pro Tonne Zucker vor. Um zudem den Anbau von ökologisch produzierten Zuckerrüben stärker zu fördern, bekräftigt die Mehrheit, dass der Einzelkulturbeitrag für konventionell produzierte Zuckerrüben auf 1500 Franken pro Hektare und Jahr gesenkt werden soll, dafür aber für biologisch angebaute Zuckerrüben ein Zuschlag von 700 Franken und für ohne Fungizide und Insektizide angebaute Zuckerrüben ein Zuschlag von 500 Franken pro Hektare und Jahr ausgerichtet werden sollen. Die Minderheit möchte den aktuellen Betrag von 2100 Franken pro Hektare und Jahr beibehalten und sieht für biologisch oder nach IP-Richtlinien angebaute Zuckerrüben einen Zuschlag von 200 Franken vor. Unsere Kommission verabschiedete die Vorlage unverändert mit 14 zu 4 Stimmen bei 7 Enthaltungen.
Am 31. März nahm der Bundesrat zur Vorlage Stellung. Der Bundesrat beantragt Nichteintreten und die Ablehnung des Antrags der Kommissionsminderheit zu Artikel 54 Absatz 2bis, und zwar mit folgender Begründung: Eine Regelung von Ansätzen und Beiträgen auf Gesetzesstufe stelle eine Ungleichbehandlung und ein unerwünschtes Präjudiz für andere Landwirtschaftserzeugnisse dar. Eine gemischte Regelung von Zollansätzen und Stützungsbeiträgen auf Gesetzes- und Verordnungsebene erschwere zudem eine adäquate Weiterentwicklung der Stützungsinstrumente. Im Rahmen der Vernehmlassung zu dieser parlamentarischen Initiative hätten sich etliche Kantone und Verbände grundsätzlich für eine Regelung auf Verordnungsstufe ausgesprochen. Die Förderung des ökologischen Zuckerrübenanbaus ausschliesslich über die Instrumente der Direktzahlungsverordnung werde von Kantonen und Verbänden breit unterstützt. 
Weiter ist der Bundesrat der Meinung, dass der Mindestgrenzschutz für Zucker die Wettbewerbsfähigkeit der in der Schweiz produzierenden Lebensmittelindustrie gegenüber Mitbewerbern aus der EU verschlechtere. Der Bundesrat habe sich deshalb bereits mehrmals für eine Stützung der Zuckerwirtschaft über Einzelkulturbeiträge ausgesprochen, weil durch diese die Wettbewerbsfähigkeit der nachgelagerten Stufe nicht beeinträchtigt werde.
Der Bundesrat lehnt eine Festlegung der Höhe der Einzelkulturbeiträge auf Gesetzesstufe ab. Er ist jedoch bereit, sofern von einer Änderung des Landwirtschaftsgesetzes abgesehen wird, den Forderungen nach einer lückenlosen Fortführung der aktuell befristeten Stützungserhöhungen entgegenzukommen und den ökologischen Zuckerrübenanbau stärker zu fördern.
Eine knappe Mehrheit Ihrer Kommission teilt die Haltung des Bundesrates nicht. Ein ähnlich lautender Antrag wurde an der Kommissionssitzung vom 2. Februar mit 14 zu 10 Stimmen abgelehnt.
Noch kurz zu den Einzelanträgen: Der Einzelantrag Munz möchte den Antrag der Kommissionsminderheit mit einer Befristung ergänzen. Der Einzelantrag Wasserfallen Christian möchte keinen fixen Zollsatz im Gesetz festschreiben. Diese Anträge lagen während der Kommissionssitzung nicht vor, daher kann ich hier keine Stellungnahme der Kommission abgeben.
Eine Stellungnahme abgeben kann ich aber zur Kommissionsmotion 21.3016, ""Förderung des ökologischen Anbaus von Zuckerrüben"", mit der der Bundesrat beauftragt werden soll, den ökologischen Zuckerrübenanbau über geeignete Massnahmen des Direktzahlungssystems zu fördern: Ihre Kommission beantragt Ihnen, diese Motion anzunehmen.
",N,20210503,5109,Mit-M,1.0,2021-05-03T14:34:23,2021-05-03T14:42:44,*,DE
4,280919,52835,4169,"Autant vous le dire d'emblée, le groupe UDC, dont j'ai le plaisir de vous exposer la position, soutient le projet visant à maintenir une production sucrière en Suisse. De plus, je vous demande d'apporter votre voix à la proposition Munz.
Cela mérite une petite explication. Le sucre suisse est en péril. Aliment de base, matière première de l'industrie alimentaire, il participe au revenu de 4500 familles paysannes et offre plus de 300 emplois dans notre pays. Et ne me dites pas que vous ne l'aimez pas!
Aujourd'hui, notre sucre suisse est en danger de mort. Il y a quelques mois, en septembre 2020, j'interpellais le Conseil fédéral pour qu'il autorise l'insecticide dénommé Gaucho, afin de combattre un puceron réduisant la production indigène de sucre de moitié et diminuant le taux en sucre de la betterave. Le Conseil fédéral nous avait dit, à l'époque, être conscient du problème. Seulement voilà: depuis, rien n'est résolu, et si nous n'intervenons pas promptement et de manière forte sur le plan financier, la production de sucre disparaîtra très rapidement dans notre pays. Une telle disparition nous obligerait alors à importer du sucre produit dans des conditions que nous ne souhaitons pas ou du sucre de canne arrivant par bateau de pays lointains, ce que nous ne souhaitons pas non plus.
Il est donc maintenant impératif que notre Parlement réagisse et agisse. Nous devons aider nos producteurs de betteraves sucrières. Sinon, ces agriculteurs se tourneront vers d'autres productions.
Notre pays perdra une grande quantité de son autoapprovisionnement en sucre, car pareille perte de volume de production ne pourra pas être compensée par des betteraves biologiques. Nous serons encore plus dépendants des importations alors que, je vous le rappelle, notre peuple souverain a décidé que notre agriculture devait garantir la sécurité alimentaire du pays.  
La proposition Munz, que je vous demande de soutenir, vise à conserver une contribution de base de 2100 francs par hectare et par an. Ceci permet de maintenir les surfaces actuelles et de laisser du temps à la recherche pour trouver d'autres variétés et au monde agricole pour entamer une conversion vers davantage d'écologie. Il faut également maintenir la mesure de protection douanière de 70 francs la tonne. Seule la proposition Munz sauvera notre production sucrière indigène.
Je voudrais dire encore un mot à toutes celles et à tous ceux qui croient en la production de betteraves biologiques. Je vous invite, Mesdames et Messieurs, chapeau sur la tête et outil en main, à venir sarcler un champ de betteraves durant quelques jours par 30 degrés; pas besoin de grande leçon de biologie, vous verrez concrètement comment la nature se comporte et vous serez d'accord de parler de maltraitance d'êtres humains.
Retour au sucre! Pour assurer l'avenir d'une production de sucre suisse de qualité, il faut maintenir cette contribution de 2100 francs. Vous devez soutenir la proposition Munz. Je vous remercie de rejeter la proposition Wasserfallen Christian qui lui, préfère se tourner vers l'importation.
",N,20210503,5109,Mit-M,1.0,2021-05-03T14:53:06,2021-05-03T14:56:52,Mit-M,FR
5,280920,52835,4213,"Nous parlons aujourd'hui d'une problématique qui est réglée de façon multiple et un peu complexe dans le projet qui vous est soumis. Cela explique que les majorités qui se sont dégagées au cours du débat de la commission soient assez serrées. Les discussions ont été relativement animées, nombreuses, et ont duré longtemps. Je vous épargnerai l'historique de ce débat, qui a commencé avant mon entrée dans la commission dont je présente aujourd'hui le rapport.
Je me focaliserai sur les deux points les plus importants en termes de contenu concernant l'industrie sucrière suisse.
La première chose importante à prendre considération, c'est que le marché du sucre est considéré comme extrêmement difficile par les producteurs. Beaucoup de producteurs ont de la peine à trouver de la rentabilité dans cette culture. Evidemment, des contraintes s'ajoutent à cela, par exemple le fait que le prix du sucre s'effondre et que, de ce fait, les importations de sucre deviennent de plus en plus avantageuses par rapport à la production locale.
Mais cela n'est pas la seule question importante. Un autre point important est d'ailleurs abordé dans la motion CER-N 21.3016 que nous traiterons aussi aujourd'hui. Le besoin d'écologie dans la production agricole devient flagrant compte tenu des conséquences de l'utilisation de pesticides. L'industrie du sucre et la production de la betterave sucrière sont particulièrement touchées par l'évolution des besoins en termes d'utilisation de pesticides, puisque certains d'entre eux ont un impact majeur sur la quantité et la qualité de la production de la betterave sucrière en Suisse.
Ainsi, il n'est pas évident de promouvoir la production sucrière locale tout en garantissant une production écologique. Le Conseil fédéral, en tentant de s'attaquer à cette problématique, a choisi de prendre des mesures, mais celles-ci s'éteindront fin 2021. Les deux mesures sont les mêmes que celles qui sont inscrites dans le projet de loi que nous discutons.
La première est une question liée simplement aux droits de douanes pour le sucre. Comme vous pouvez le constater à la lecture du projet, il s'agit d'un ajout de 7 francs par 100 kilogrammes bruts pour l'importation de sucre.
Cela, évidemment, protège la production indigène parce que cela augmente artificiellement le prix du sucre lorsqu'il est acheté à l'étranger plutôt qu'en Suisse. Cette protection permet de renforcer la compétitivité en Suisse des producteurs de sucre suisses. L'autre mesure consiste à allouer des subventions qui sont spécifiques à l'industrie sucrière et à la production agricole des betteraves sucrières.  
Ces deux éléments figurent dans le projet du Conseil fédéral, mais la discussion de la commission a tourné autour du fait qu'elle craignait que le Conseil fédéral ne maintienne pas ces mesures, vu l'historique de la stratégie plutôt néolibérale suivie par le passé concernant la question agricole. De nombreuses personnes membres de la commission ont donc estimé qu'une inscription dans la loi était nécessaire, afin de forcer le gouvernement à introduire ces deux mesures dans notre pays pour une certaine durée.
Evidemment, l'introduction dans la loi a posé certaines questions et a créé certaines discussions au sein de la commission. Il est vrai que, en général, une augmentation des droits de douane n'est pas inscrite spécifiquement et de façon si claire dans la loi. La commission a toutefois décidé de proposer de le faire afin de protéger et de garantir l'intégrité de l'industrie sucrière locale. Par conséquent, aucune minorité n'a eu besoin de se former pour défendre cette position.
Par contre, sur la question des subventions, deux modèles vous sont aujourd'hui soumis. Ils sont complétés par une proposition individuelle, qui n'a pas été discutée au sein de la commission.
Toutefois, les arguments ont été développés. En particulier, lors des discussions en commission, on a posé la question de la grandeur de l'incitatif qu'il devait y avoir pour une transition vers une agriculture biologique, ou en tout cas sans utilisation de pesticides.
Le modèle de la majorité propose une subvention par hectare de 1500 francs par an, plus 500 francs pour la production sans pesticides, et encore 200 francs de plus pour la production biologique.
La proposition de la minorité prévoit quant à elle 2100 francs, et 2300 francs pour la production intégrée ou biologique. Ainsi, l'incitatif prévu pour la transition vers l'écologie est beaucoup plus fort dans la proposition de la majorité que dans celle de la minorité. Les membres de la minorité estiment toutefois que la proposition de la majorité rend impossible la rentabilité d'une exploitation sucrière en Suisse.
Ainsi, par 12 voix contre 12 et 1 abstention, avec la voix prépondérante du président, la commission a choisi de soutenir la proposition défendue par la majorité et d'avoir un incitatif plus fort pour la production de sucre écologique.
La proposition Munz en parle, mais nous n'en avons pas discuté en commission. Mais elle répond au souci de certaines personnes qui estimaient qu'une adaptation aussi rapide était très problématique pour certaines personnes et certaines exploitations sucrières.
Contrairement à la commission, qui a choisi de le faire, le Conseil fédéral propose de ne pas entrer en matière sur ce projet.
Enfin, il y a une proposition Wasserfallen Christian, qui n'a pas été discutée en tant que telle. Mais il y a eu en commission un débat sur la question des tarifs douaniers.
La commission vous invite donc à entrer en matière sur le projet et à suivre la majorité.
",N,20210503,5109,Mit-M,1.0,2021-05-03T14:42:44,2021-05-03T14:48:32,*,FR
6,280921,52835,3885,"Madame Rytz, vous nous avez beaucoup parlé des effets négatifs de la betterave sucrière, mais savez-vous qu'un hectare de betteraves sucrières absorbe trois fois plus de CO2 qu'un hectare de forêt et quatre à six fois plus qu'un hectare de jachère florale? Le captage du CO2 n'est-il pas important pour vous?
",N,20210503,5109,Mit-M,1.0,2021-05-03T15:21:22,2021-05-03T15:21:47,Mit-M,FR
7,280923,52835,4160,"Die Zuckerproduktion ist für die Schweiz eine äusserst spannende Produktion. Warum? Wir haben von der Rübe bis zum Würfelzucker alles Nötige, um Zucker herzustellen. Zucker ist ein Grundnahrungsmittel und wird zu einem Selbstversorgungsgrad von 70 Prozent in der Schweiz selbst hergestellt. Die Produktion in der Schweiz ist allerdings stark gefährdet. Warum? Die EU hat 2017 beschlossen, die Quote aufzuheben. Seit diesem Zeitpunkt sind die Preise massiv gefallen. Zum Vergleich: Seit 2006 hat sich der Zuckerpreis in der Produktion in der Schweiz halbiert. 
Der Einzelantrag Wasserfallen Christian besagt jetzt, dass die Produktion in der Schweiz bei einem minimalen Grenzschutz von 70 Franken pro Tonne gefährdet sei. Nur noch einmal zur Erinnerung: Wir haben den Zuckerpreis in der Schweiz seit 2006 mehr als halbiert. Ein nächstes kleines Beispiel: Mit dem Grenzschutz, den wir nun ins Gesetz schreiben möchten, hebt sich der Preis für Schokolade um 0,3 Rappen an. Ein Grenzschutz von 70 Franken pro Tonne gleich Rettung des Schweizer Zuckers versus 0,3 Rappen für die Tafel Schokolade: Behalten Sie dieses Verhältnis im Hinterkopf, wenn es dann um den Einzelantrag Wasserfallen Christian geht.
Aufgrund der Aufhebung der EU-Quote haben wir in der Schweiz das Problem, dass wegen der tiefen Preise massenhaft Bauern aus diesem Geschäft ausgestiegen sind. 2014 waren es noch 6000 Rübenpflanzer in der Schweiz und 2020 nur noch 4500. Die Anbaufläche betrug 2014 nur noch 21 000 Hektaren, 2020 noch 17 000 Hektaren. Unsere beiden Schweizer Zuckerfabriken in Frauenfeld und Aarberg brauchen - das hat eine Studie im Auftrag des Bundesrates gezeigt - um die 20 000 Hektaren Anbaufläche, damit sie rentabel betrieben werden können. Die parlamentarische Initiative Bourgeois hat auf dieses Problem schon relativ frühzeitig, nämlich 2015, aufmerksam gemacht. Der Bundesrat hat in der Folge 2018 den Einzelkulturbeitrag von 1800 auf 2100 Franken erhöht und den Zoll auf 70 Franken pro Tonne festgelegt. Diese Massnahmen waren erfolgreich. Die Grösse der Gesamtanbaufläche hat sich seit diesem Zeitpunkt stabilisiert. 
Ich möchte noch etwas zur Möglichkeit sagen, den Zuckerrübenanbau nicht mehr in der Schweiz zu betreiben. Eine Studie hat gezeigt, dass die Produktion im Ausland 30 Prozent weniger ökologisch ist als in der Schweiz. Dazu ein gutes Beispiel: In der Schweiz wird die Zuckerrübe beim Bauern auf dem Feld produziert, dann auf den Zug geladen und in die Zuckerrübenfabrik gefahren. Im Ausland geschieht der gesamte Transport mit dem Lastwagen. Ich will dies nicht haben, die SVP-Fraktion will dies ebenfalls nicht haben.
Wir sind dafür, den Mindestgrenzschutz ins Gesetz zu schreiben. Das sind die 70 Franken pro Tonne, was 0,3 Rappen für die Schokolade ausmacht. Wir haben den Preis nach zehn Jahren aber halbiert. Dies ist im Hinterkopf zu behalten. 
Wir unterstützen den Einzelantrag Munz. Das ist der modifizierte Minderheitsantrag Müller Leo, der eine Befristung im Gesetz verankern will. Wir erachten eine Befristung als den richtigen Weg. Dann können wir in fünf Jahren wieder eine Auslegeordnung machen.
Ich bitte Sie, uns zu folgen und die Schweizer Zuckerrübenproduktion zu unterstützen. Es ist eine sinnvolle Produktion in unserem Land.
",N,20210503,5109,Mit-M,1.0,2021-05-03T14:48:56,2021-05-03T14:53:06,Mit-M,DE
8,280925,52835,4169,"Madame Rytz, vous avez critiqué l'utilisation du produit Gaucho et vous avez dit que nous aurions dû vous écouter plus tôt. Savez-vous que cette année, nous avons importé une grande quantité de betteraves sucrières traitées au Gaucho à cause de la forte diminution de la production suisse. Si on continue à vous écouter, on importera toujours plus de produits de moins bonne qualité.
",N,20210503,5109,Mit-M,1.0,2021-05-03T15:22:20,2021-05-03T15:22:45,Mit-M,FR
9,280930,52835,4095,"Wir sind grundsätzlich und so stark wie möglich für die lokale Produktion - selbstverständlich. Aber ich habe am Anfang auch die Zahlen genannt: In der Schweiz wird heute doppelt so viel Zucker konsumiert, wie eigentlich von Gesundheitsfachleuten empfohlen wird. Da gibt es durchaus noch Spielraum. Wenn 25 Prozent der Schweizer Zuckerproduktion in die Produktion von Red Bull fliessen, welches dann international vermarktet wird, dann weiss ich nicht, ob wir wirklich am richtigen Ort investieren und ob wir damit die Bauern und Bäuerinnen auch unterstützen.
",N,20210503,5109,Mit-F,1.0,2021-05-03T15:21:47,2021-05-03T15:22:20,Mit-F,DE
