,ID,IdSubject,PersonNumber,Text,MeetingCouncilAbbreviation,MeetingDate,IdSession,SpeakerFunction,CouncilId,Start,End,Function,LanguageOfText
91,4135,703,226,"Das Büro hat die Wahl von Frau Barbara Marty Kälin, geboren 1954, von Malans und Zürich, in Bertschikon, geprüft. Frau Marty Kälin ersetzt unsere Kollegin Ursula Koch.
Frau Marty Kälin ist erster Ersatz der Liste der Sozialdemokratischen Partei des Kantons Zürich. Sie ist Dozentin für Staatskunde. Der Regierungsrat des Kantons Zürich hat sie mit Beschluss vom 24. Mai 2000 als gewählt erklärt. Dieser Beschluss ist im Amtsblatt des Kantons Zürich vom 26. Mai veröffentlicht worden. Das Büro hat festgestellt, dass bei Frau Marty Kälin keine Unvereinbarkeit mit dem Nationalratsmandat besteht.
 Das Büro beantragt, die Wahl von Frau Marty Kälin als gültig zu erklären. 
",N,20000605,4603,,1.0,2000-06-05T14:36:31,2000-06-05T14:37:33,B,DE
100,4144,705,94,"Wir werden jetzt direkt hintereinander zwei Vorstösse behandeln, die eigentlich das gleiche Thema betreffen. Sowohl bei der Motion Baumann J. Alexander als auch beim nachfolgenden Postulat Hasler Ernst geht es darum, dass der Bezug von Arbeitslosentaggeldern, der Bezug von Leistungen der Arbeitslosenversicherung nach einer Erziehungsperiode, eingeschränkt werden soll. Herr Baumann verlangt in seiner Motion, dass Versicherte vor einer Erziehungsperiode mindestens 6 Monate eine Erwerbstätigkeit in der Schweiz ausgeübt haben müssen, um überhaupt in den Genuss von Arbeitslosentaggeldern zu kommen.
Ich bin enttäuscht, dass der Bundesrat bereit ist, eine solche Motion entgegenzunehmen. Eine solche Einschränkung wirkt sich vor allem auf Frauen diskriminierend aus. Sie wissen alle, dass es bis heute möglich war, in einer wirtschaftlichen Notsituation nach Trennung oder Scheidung und nach Tod oder Invalidität des Ehepartners Leistungen der Arbeitslosenversicherung zu beziehen. Die bisherige Gesetzesbestimmung ist schon restriktiv genug, weil sie es zur Bedingung macht, dass die betroffenen Personen in einer wirtschaftlichen Notsituation sind. Wenn Sie hier noch eine zusätzliche restriktive Bestimmung einfügen, dann heisst das, dass Frauen, die den grössten Teil der gesellschaftlich notwendigen, aber unbezahlten Arbeit leisten, diskriminiert werden.
Ich erinnere Sie in diesem Zusammenhang an zwei Studien des Bundesamtes für Statistik, die letzten Sommer erschienen sind. In diesen beiden Studien ging es um die Erfassung der gesamtgesellschaftlichen Arbeit. In einer der beiden Studien wurde auch die Monetarisierung der Hausarbeit, der unbezahlten Erziehungs- und Betreuungsarbeit nachgewiesen. Diese Arbeit ist pro Jahr 215 Milliarden Franken wert. Dies entspricht 58 Prozent unseres Bruttoinlandproduktes.
Ich möchte den Bundesrat anfragen, weshalb er bereit ist, diese Motion entgegenzunehmen, obwohl Sie faktisch bereits im letzten Herbst eine Änderung des Avig beschlossen haben, mit welcher Sie die Dauer des Bezugs von Taggeldern für Personen nach einer Erziehungsphase auf die Hälfte reduziert haben.
Wieso wollen Sie einmal mehr die Frauen zusätzlich bestrafen, benachteiligen, die nach einer Erziehungsperiode bzw. nach einer Trennung oder Scheidung oder nach Invalidität oder Tod des Ehemannes auf ein Einkommen von der Arbeitslosenversicherung angewiesen sind?
Ich wäre froh, wenn mir der Bundesrat diese Fragen beantworten könnte; vor allem die Frage, warum er nochmals nachdoppelt, nachdem im letzten Herbst die Bezugsdauer für Taggelder schon einmal gekürzt worden ist.
",N,20000605,4603,,1.0,2000-06-05T14:45:15,2000-06-05T14:49:09,,DE
99,4143,705,341,"Comme Mme Goll vient de le faire, je parlerai en même temps de la motion Baumann J. Alexander et du postulat Hasler Ernst.
Je m'élève en effet contre les propositions contenues dans ces deux interventions parlementaires. Au motif essentiel qu'elles représentent une fois de plus une diabolisation des personnes au chômage, plus particulièrement des femmes, plus particulièrement des femmes qui ont assumé pendant des années des tâches éducatives et familiales, et une discrimination toute particulière des femmes d'origine étrangère. Si ces femmes-là posent problème dans la loi sur le chômage, on peut certainement l'améliorer en proposant des mesures adéquates d'insertion ou de réinsertion sur le marché du travail, mais il ne faut en tout cas pas les exclure, ce d'autant plus que, comme le soulève M. Baumann dans sa motion, le Conseil fédéral avait répondu à un postulat des organisations féminines en introduisant cet article 13 alinéa 2bis dans la loi sur le chômage.
Je vous invite donc vivement à vous en tenir pour l'instant à la loi telle qu'elle est et, si vous pensez que modification il doit y avoir, qu'elle le soit ultérieurement dans un souci d'aide et de soutien aux femmes qui doivent se réinsérer sur le marché du travail et non pas, une fois de plus, dans un souci de pénalisation.
",N,20000605,4603,2VP-F,1.0,2000-06-05T14:49:09,2000-06-05T14:51:02,Mit-F,FR
98,4142,705,304,"Die Arbeitslosenversicherung ist ein wichtiges Sozialwerk. Wir müssen dazu Sorge tragen. Vor allem müssen wir verhindern, dass in diesem Sozialwerk Missbräuche Platz greifen. 
Ich möchte Ihnen kurz erläutern, worum es geht. Seinerzeit hatte man namentlich auf Frauen Rücksicht genommen, die keine beitragspflichtige Beschäftigung ausübten, denn sie waren mit der Erziehung von Kindern unter sechzehn Jahren beschäftigt. Wollten diese Frauen wieder in den Arbeitsprozess zurückkehren, dann hatten sie, vor allem in den frühen neunziger Jahren, grösste Schwierigkeiten, eine Anstellung zu finden. Man sagte, man müsse diesen Frauen helfen, man müsse sie so behandeln, als hätten sie während der letzten sechs Monate gearbeitet - denn sie hatten ja Erziehungsarbeit geleistet. Diesen Zweck, diesen Sinn hatten diese Erziehungsgutschriften. 
Nun ist dies etwas anders herausgekommen. Es gibt viele Personen, die sich für diese Erziehungsgutschriften gemeldet haben unter dem Vorwand, sie hätten Erziehung geleistet; sie befanden sich aber nur kurze Zeit in unserem Land, waren überhaupt nicht vermittlungsfähig, denn sie beherrschten die Sprache nicht. Ja, sie wollten gar keine Arbeit, wollten nur diese Erziehungsgutschriften. In grossen Mengen wurde Geld verteilt - Geld, das der Arbeitslosenkasse bisher ohnehin fehlte. 
Ich möchte Herrn Bundesrat Couchepin fragen, welches Volumen diese Mittel umfassten, die da ausgeteilt werden mussten. Man kann dann abschätzen, in welchem Umfang Mittel missbräuchlich ausgeschüttet wurden. 
Ziel der Motion ist es, diese Erziehungsgutschriften auf Personen zu reduzieren, die irgendwann in ihrem Leben einmal sechs Monate Beiträge bezahlt haben. Das ist in der Schweiz, da ein Obligatorium besteht, ohnehin sehr einfach. Jedermann, der einmal gearbeitet hat, hat einbezahlt. Das Problem dürften dann die Studentinnen werden, aber dort ist der Bundesrat eingeladen, eine geeignete Lösung zu finden.
Ich rufe Sie auf, diese Motion zur Bekämpfung des Missbrauchs des Sozialwerkes mitzutragen.
",N,20000605,4603,,1.0,2000-06-05T14:51:02,2000-06-05T14:54:58,,DE
97,4141,705,497,"Ce qui est intéressant dans cette motion et dans ce postulat, ce sont deux choses:
La première, c'est la double discrimination qu'on veut imposer à la fois aux femmes et aux étrangères, et donc encore plus aux femmes étrangères.
La deuxième, qui est peut-être encore plus grave, c'est le fait qu'on poursuit dans l'ère du soupçon et de la suspicion. Supposons même qu'il y ait eu et qu'il puisse y avoir des abus, dans le cas particulier on décide que, si abus il peut y avoir, la meilleure manière de supprimer l'abus est de punir tout le monde et d'empêcher toute personne, même honnête, qui serait dans une situation où elle aurait droit aux prestations de l'assurance-chômage après avoir éduqué ses  enfants à l'étranger ou sans avoir travaillé avant d'avoir des enfants, de bénéficier du droit à des prestations de l'assurance-chômage.
Ce qui m'inquiète beaucoup, c'est qu'on est dans un courant général, on a pu le dire à d'autres occasions, où tout le monde est bientôt suspect. Les étrangers, on sait qu'ils sont suspects; et les chômeurs, ça fait un certain temps qu'il le sont. Lorsqu'on discutera des handicapés, ils seront également suspects, de même bientôt que les malades, les personnes âgées et bien d'autres personnes.
Je vous demande de stopper ce processus et de rejeter la motion et le postulat.
",N,20000605,4603,,1.0,2000-06-05T14:54:58,2000-06-05T14:56:38,,FR
96,4140,705,50,"Le Conseil fédéral propose d'accepter la motion Baumann J. Alexander. Il a déjà réalisé une partie des objectifs de cette motion, raison pour laquelle il était justifié de l'accepter sous forme de motion. Les sujets abordés par la motion seront réabordés lorsqu'on discutera la révision 2003 de la loi sur l'assurance-chômage.
Il est évident que les mesures prises jusqu'à maintenant ont eu un effet sur le volume de l'aide qui a été apportée au titre de cette disposition. Au début de l'année, le nombre maximum d'indemnités journalières versées à l'issue d'une période éducative a été réduit de moitié. Pour répondre à la question de M. Baumann: combien a-t-on versé?, il faut distinguer avant et après ces changements. De janvier 1996 à juin 1999, on a versé 140 millions de francs au titre de cette disposition. Depuis lors, depuis que les mesures ont été prises, le nombre de cas a été diminué de moitié.
Avec l'acceptation des accords bilatéraux, il y a un autre article de la loi qui est modifié. La période éducative devrait avoir lieu en Suisse et avoir duré plus de 18 mois. L'Office fédéral du développement économique et de l'emploi, enfin, a recommandé aux organes d'exécution, par courrier du 9 juillet 1998, d'enjoindre le plus rapidement possible aux personnes qui invoquent l'article 13 alinéa 2bis LACI de participer à une mesure du marché du travail.
En résumé, si nous vous proposons d'accepter la motion Baumann J. Alexander, c'est parce qu'il y a un certain nombre de choses à faire et que la plupart d'entre elles ont été faites. Nous rediscuterons du problème dans le cadre de la révision 2003 de la loi sur l'assurance-chômage. En l'état actuel des choses, nous avons la conviction qu'il n'y a pas d'abus scandaleux et extraordinaires et qu'il n'y a pas lieu de prendre d'autres dispositions dans le cadre de la loi actuelle.
",N,20000605,4603,BR-M,99.0,2000-06-05T14:56:38,2000-06-05T14:59:12,,FR
74,4118,697,94,"Ich möchte im Zusammenhang mit meinen Ausführungen zur Motion Baumann J. Alexander eine kurze Ergänzung machen.
Wenn wir uns das Postulat Hasler Ernst anschauen, sehen wir, dass es sich in derselben Missbrauchsrhetorik bewegt, wie wir sie vorhin schon von Herrn Baumann J. Alexander gehört haben. Dieses Postulat verlangt jedoch nicht nur eine diskriminierende Bestimmung hauptsächlich für Frauen, sondern es basiert auch auf einer fremdenfeindlichen Stimmungsmache.
Herr Hasler verlangt, dass nach einer Erziehungsperiode die sprachliche Verständigungsfähigkeit - wie er sich ausdrückt - für den Bezug von Arbeitslosengeldern vorausgesetzt wird. Ich möchte Sie bitten, die Begründung des Postulates Hasler sehr genau zu lesen. Herr Hasler sagt nämlich, dass vor allem ausländische Personen überproportional von diesen Gesetzesbestimmungen - gesetzlichen Rechten - Gebrauch machen würden und unterschiebt diesen Personen, dass sie keinen eigentlichen Arbeitswillen hätten oder kaum in der Lage wären, erwerbstätig zu sein. Das sind willkürliche Unterstellungen.
Ich möchte in diesem Zusammenhang ein Beispiel erwähnen, das ich in meiner früheren Berufspraxis mehr als genug gehört habe: Es geht nicht einfach darum, dass sich ausländische Stellensuchende keine Deutschkenntnisse aneignen wollen; im Gegenteil, es ist sehr oft so, dass Deutschkurse im Rahmen der Arbeitslosenversicherung mit dem Argument nicht bewilligt werden, dass für bestimmte Hilfsarbeiter-, Hilfsarbeiterinnentätigkeiten sprachliche Voraussetzungen in Deutsch nicht notwendig wären.
Herr Hasler verweist in seinem Postulat auf zwei gesetzliche Grundlagen. Er spricht vom Familiennachzug. Der Familiennachzug ist nicht im Avig geregelt, sondern im Anag, im Bundesgesetz über den Aufenthalt und die Niederlassung von Ausländern.
Ich möchte Sie bitten, nicht auf diese fremdenfeindliche Stimmungsmache hereinzufallen und dieses Postulat deutlich abzulehnen.
",N,20000605,4603,,1.0,2000-06-05T15:00:55,2000-06-05T15:03:33,,DE
73,4117,697,304,"Diesen Vorwurf der Fremdenfeindlichkeit muss ich in aller Form zurückweisen. Das war weder die Grundlage noch die Motivation für diesen Vorstoss. Ich konzediere, dass das in erster Linie ausländische Frauen betrifft; es sind auch die ausländischen Frauen, denen man den Missbrauch entgegenhalten muss. Es ist nicht einmal ein Missbrauch im rechtlichen Sinne. Dieser Artikel in diesem Gesetz hatte eine andere Basis, und es sollte unseren Frauen, die während Jahren ihre Kinder grosszogen und  als Wiedereinsteigerinnen eine Arbeit finden sollten, geholfen werden. Der Missbrauch äussert sich - deshalb ist hier auch dieser Familiennachzug erwähnt - vor allem dort, wo Frauen, die zum Teil mit kleinen Kindern in die Schweiz eingereist sind, davon hören, dass man sich anmelden und Geld abholen kann. Persönlich weiss ich von einem Fall, in dem der Chef seinen Arbeiter zur Rede stellte, und der antwortete: ""Du nix böse sein, alle Alban machen so.""
Die Missbräuche werden gepflegt. Sie sind jetzt von den Arbeitslosenkassen weitgehend erkannt, aber es wird nicht überall durchgegriffen. Sicher ist es falsch, wenn solche Leistungen an Personen ausbezahlt werden, welche die Vermittlungsfähigkeit gar nicht erfüllen. Sie haben nämlich auch auf Grundleistungen der Arbeitslosenversicherung keinen Anspruch. Die Vermittlungsfähigkeit muss geprüft werden. Das ist der Inhalt des Postulates und nicht die Fremdenfeindlichkeit.
Ich danke Ihnen für die Überweisung des Postulates.
",N,20000605,4603,,1.0,2000-06-05T15:03:33,2000-06-05T15:06:13,,DE
72,4116,697,50,"Nous sommes prêts à accepter ce postulat. La preuve de son utilité est qu'une partie de ses objectifs ont déjà été réalisés. La discussion reprendra, encore une fois, dans le cadre de la révision 2003 de la loi sur l'assurance-chômage.
",N,20000605,4603,BR-M,99.0,2000-06-05T15:06:13,2000-06-05T15:06:40,,FR
0,4044,677,367,"Der Bundesrat bestätigt es in seiner Antwort auf Frage 1: Das Arbeitslosenversicherungsgesetz hat Lücken, und es hat auch schlecht aufeinander abgestimmte Bestimmungen. In seiner Antwort auf Frage 2 spricht der Bundesrat von einer umfangreichen Revision, die notwendig ist, um diese Mängel zu beheben.
Die technische Revision des Gesetzes, die wir diesen Sommer behandeln, kann es ja nicht gewesen sein. Aber weil diese umfangreiche Revision nach dem neuen Fahrplan in diesem Rat in etwa einem Jahr behandelt wird, bin ich von der Antwort des Bundesrates befriedigt.
",N,20000605,4603,,1.0,2000-06-05T15:08:02,2000-06-05T15:09:15,,DE
