,ID,IdSubject,PersonNumber,Text,MeetingCouncilAbbreviation,MeetingDate,IdSession,SpeakerFunction,CouncilId,Start,End,Function,LanguageOfText
0,11641,2314,111,"Abs. 6 - Al. 6
Angenommen - Adopté

Art. 16
Antrag der Kommission
Abs. 1
.... oder entrichtet werden. In Abweichung von Artikel 24 Absatz 1 ATSG endet die Verjährungsfrist für Beiträge nach den Artikeln 6 Absatz 1, 8 Absatz 1 und 10  Absatz 1 erst ein Jahr nach Ablauf des Kalenderjahres, in welchem die massgebende Steuerveranlagung rechtskräftig wurde ....
Abs. 2
Zustimmung zum Entwurf des Bundesrates
Abs. 3
.... so erlischt der Anspruch auf Rückerstattung in Abweichung von Artikel 25 Absatz 3 ATSG ein Jahr nach Ablauf des Kalenderjahres ....

Art. 16
Proposition de la commission
Al. 1
.... ni payées. En dérogation à l'article 24 alinéa 1er LPGA, s'il s'agit de cotisations selon les articles 6 alinéa 1er, 8 alinéa 1er et 10 alinéa 1er, le délai n'échoit ....
Al. 2
Adhérer au projet du Conseil fédéral
Al. 3
.... le droit à restitution s'éteint, en dérogation à l'article 25 alinéa 3 LAPG, un an après la fin ....

Angenommen - Adopté


Die Beratung dieses Geschäftes wird unterbrochen
Le débat sur cet objet est interrompu



Schluss der Sitzung um 19.55 Uhr
La séance est levée à 19 h 55
 
",N,20010507,4607,P-M,1.0,2001-05-07T19:49:46,2001-05-07T19:52:06,,
1,11643,2314,430,"Pour être tout à fait clair, le Conseil fédéral se rallie à la proposition de la majorité de la commission. Nous trouvons que la formule de lier cette franchise au montant de la rente mensuelle maximale est subtile. Ce serait 2060 francs maintenant, et cela évoluera avec le montant de la rente maximale. Nous pensons aussi que la contribution de la commission, qui a introduit un article sur la nécessité d'un décompte simplifié pour ces petits salaires ou ces petits revenus, est extrêmement utile, et nous nous rallions donc à cette proposition de la majorité de la commission.
J'aimerais rappeler ce qui a déjà été dit: ces montants peuvent être cumulés. Ils valent pour chaque rapport de travail. Ils peuvent même valoir pour un rapport de travail avec le même employeur dans la mesure où dans l'année, il y aurait plusieurs mandats ou plusieurs activités de durée limitée qui seraient chaque fois un nouveau rapport de travail. Dans ce sens, il faut bien sûr veiller à ne pas inciter ou encourager l'idée qu'en fractionnant, en saucissonnant les rapports de travail, que ce soit dans le temps ou avec des employeurs différents, on peut échapper à l'obligation de participer au financement de l'AVS, financement ensuite qui revient d'ailleurs au bénéfice de l'assuré. Dans ce sens-là, la proposition de la majorité de la commission est digne d'être suivie. Par contre, la proposition de minorité, qui parle de 4000 francs, est tout simplement trop importante si l'on part de l'idée du cumul.
En commission, nous nous sommes posé la question de savoir si nous pouvions empêcher que la règle vale également pour chaque nouveau rapport de travail. Nous n'avons pas les moyens de le faire, sauf à bureaucratiser l'AVS et à lui demander de tenir des registres pour chaque personne en fonction des différents rapports de travail qu'elle peut avoir. Nous ne souhaitons certainement pas introduire un tel système où l'AVS elle-même contrôlerait si la personne a déjà atteint le seuil des 4000 francs. Il s'agit donc bien pour chaque rapport de travail de fixer une franchise, avec l'idée que cela correspond à peu près à la situation actuelle, mais de façon évolutive. En fixant la rente mensuelle maximale, nous pensons qu'un bon équilibre a été trouvé. Le Conseil fédéral renonce donc à sa variante de la fixer à 1000 francs et se rallie en tous points à la proposition de la majorité de la commission.
Permettez-moi encore une remarque. J'aimerais dire que c'est la deuxième fois qu'on a l'occasion, sur une toute petite chose - je reconnais avec M. Triponez qu'il faut peut-être savoir distinguer ce qui est ""weltbewegend"" de ce qui ne l'est pas, mais il y a quand même un climat général de cette réforme qu'il faut maintenir -, de décider si on veut maintenir un privilège. Vous en avez décidé ainsi dans le vote précédent. Cette fois-ci, il faut se demander si on introduit une possibilité de se soustraire au paiement de cotisations de l'AVS. Je crois que pour exprimer la volonté de chercher des solutions où chacun participe aux mesures nécessaires à l'assainissement, à trouver un équilibre des sacrifices dans cette réforme, il serait bon que vous vous ralliiez à la majorité de la commission. Cela montrerait que nous ne commençons pas une bataille dans laquelle chaque groupe défendra, bec et ongles, ses propres privilèges ou sa propre situation dans l'AVS.
Je vous prie de soutenir la proposition de la majorité de la commission.
",N,20010507,4607,BR-F,99.0,2001-05-07T19:45:24,2001-05-07T19:49:46,,FR
2,11644,2314,63,"Im Gesetz machen wir keinen Unterschied zwischen den Rentnern und den jungen Arbeitnehmern. Für alle gilt das Kleinsteinkommen von 2000 Franken. Durch die Streichung des Freibetrages ist für die Rentnerinnen und Rentner jedoch neu, dass der Betrag, den sie nach der Erreichung des Rentenalters noch verdienen, rentenbildend ist, falls sie noch keine Maximalrente haben. Das war bis anhin nicht der Fall. Sie mussten bloss bezahlen, ein Teil ihres Einkommens war allerdings von diesen Zahlungen befreit. Sie hatten jedoch keine Chance mehr, ihre Rente aufzubessern. Neu haben sie diese Möglichkeit. Die Möglichkeit des Missbrauchs ist bei jungen und alten Arbeitnehmern und Arbeitnehmerinnen genau die gleiche. Deshalb müssen wir eben für einen kleinen Betrag votieren.
",N,20010507,4607,,1.0,2001-05-07T19:44:40,2001-05-07T19:45:24,*,DE
3,11645,2314,316,"Frau Dormann, dieser Artikel gilt ja jetzt auch für Rentnerinnen und Rentner, denen man den Freibetrag von 16 800 Franken gestrichen hat. Warum hat man in diesem Zusammenhang nie von einer Missbrauchsmöglichkeit gesprochen? Auch dieser Betrag hätte sich kumulieren lassen.
",N,20010507,4607,,1.0,2001-05-07T19:44:08,2001-05-07T19:44:40,,DE
4,11646,2314,63,"Der neue Absatz 5 von Artikel 14 hat in der Kommission eine ganze Reihe Fragen und lange, intensive Diskussionen ausgelöst. Wir haben sogar Zusatzberichte von der Verwaltung eingeholt. Diese Form beitragsfreier Arbeit hat sehr viel mit Schwarzarbeit zu tun.
Im Grundsatz war sich die Kommission sehr rasch einig und stieg auf den Entwurf des Bundesrates ein. Ausführlich diskutiert haben wir über die Höhe des jährlichen Freibetrages, insbesondere über die Missbrauchsmöglichkeiten. Die Frage ist die Möglichkeit der Kumulation dieses beitragsfreien Einkommens. Kann eine Person, die beispielsweise acht Arbeitgeber hat und bei allen etwa 1000 Franken verdient, für die so erworbenen 8000 Franken beitragsfrei bleiben? Das wäre ja eine Einladung zur Schwarzarbeit.
In der Kommission hat daher vor allem die Minderheit die Meinung vertreten, dass eine Möglichkeit geschaffen werden müsse, die die Kumulation von beitragsfreien Kleinsteinkommen verhindere. Das ist schlicht und einfach nicht möglich, auch im Zeitalter des Computers nicht; denn der Witz der Beitragsbefreiung ist ja gerade, dass die Leute gar nicht mit der AHV in Kontakt kommen müssen. Muss jemand keine Beiträge bezahlen, wird er von der AHV gar nicht erfasst.
Um mögliche Kumulationen ausschliessen zu können, bliebe nur der Weg, eine zentrale Stelle zu schaffen, über die sich feststellen liesse, dass jemand bereits gearbeitet hat, d. h., dass für die gleiche Periode schon ein beitragsfreies Einkommen gemeldet worden ist. Wenn man die Kumulation von stundenmässig geringen Erwerbstätigkeiten kontrollieren möchte, müsste eine Clearingstelle geschaffen werden, die diese Erwerbstätigkeiten laufend erfassen und die daraus resultierenden Einkommen berechnen würde. Diese Aufgabe müsste eine Stelle erfüllen, die in der ganzen Schweiz Niederlassungen hätte und in Sachen Geldverkehr erfahren wäre.
Zu diskutieren wäre auch, ob nur eine einzige AHV-Ausgleichskasse mit diesen kleinen Beschäftigungsverhältnissen betraut sein sollte. Das würde allerdings zu grossen Änderungen führen. Die Ausgleichskasse Wirte z. B. kann nicht prüfen, ob der Ausgleichskasse des Kantons ein Einkommen gemeldet worden ist oder ob Beiträge zu Recht nicht bezahlt worden sind. Sie verfügt über keine Angaben darüber.
Nachdem der administrative Aufwand für die Schaffung und Führung einer solchen Zentralstelle unverhältnismässig gross wäre, muss nach Meinung der Mehrheit der Kommission der beitragsfreie Betrag klein bleiben.
Bis anhin ging der Bundesrat von runden 2000 Franken pro Jahr aus und meinte, wie erwähnt, damit den Nebenerwerb. Heute meint er ein Kleinsteinkommen bis zu 1000 Franken.
Die Mehrheit der Kommission übernimmt diesen Betrag in etwa. Das heisst, die maximale monatliche einfache Altersrente von zurzeit 2060 Franken soll massgebend sein. Damit ist gesichert, dass sich dieser beitragsfreie Betrag regelmässig der Teuerung anpasst.
Die Minderheit Egerszegi möchte nun unter diesem beitragsfreien Betrag das Doppelte verstanden wissen, nämlich 4000 Franken pro Jahr. Frau Egerszegi macht in der Begründung geltend, dass es sich dabei um einen wöchentlichen Lohn von nur rund 100 Franken handeln könne, was nicht viel sei. Da hat sie Recht, was die Lohnsumme betrifft. Wird aber dieser Betrag gerade von Raumpflegerinnen erarbeitet, die vielleicht geschieden sind und die seit der Scheidung allein für ihre zukünftige AHV-Rente verantwortlich sind, können sich 2000 oder 4000 Franken auf diese Rente auswirken. Nicht selten sind solche Frauen empört, ähnlich entrüstet wie Selbstständigerwerbende, die ich in schöner Regelmässigkeit über ihre AHV-Rente lästern höre, da diese angeblich zu klein sei. Aber wer Lohnarbeit leistet und frei ist in der Abrechnung mit der AHV, dabei aber glaubt, er mache einen guten Deal, wenn er wenig AHV-Beiträge einbezahlt, macht die Rechnung ohne den Wirt. Spätestens mit dem Eintritt ins Rentenalter kommt das enttäuschende Erwachen,  weil die Rentensumme nicht den Erwartungen entspricht. Für die spätere AHV-Rente ist die einzelne Person weitgehend allein verantwortlich.
Da sich eine Kumulation von mehreren Arbeitsaufträgen und damit eine Verdoppelung, Verdreifachung usw. der pro Jahr maximal rund 2000 Franken nicht ohne unverhältnismässig grossen Aufwand verhindern lässt, müssen wir sowohl im Interesse der Bürgerin und des Bürgers als auch im Interesse der AHV-Kasse der Mehrheit der Kommission zustimmen. Diese hat ihren Entscheid gegen den Antrag, der jetzt als Antrag der Minderheit Egerszegi vorliegt, mit 13 zu 9 Stimmen gefasst.
Ich bitte Sie, der Mehrheit zuzustimmen.
",N,20010507,4607,,1.0,2001-05-07T19:38:52,2001-05-07T19:44:08,*,DE
5,11647,2314,76,"Der Sprecherin der Minderheit ist zugute zu halten, dass sie geschickt argumentiert hat. Sie hat gesagt, wenn jemand etwa bei einem Sportverein tätig sei und dafür 4000 Franken bekomme, sei es doch nicht notwendig, dieses Einkommen noch der AHV zu unterstellen - absolut perfekt. Nur hat sie nicht gesagt, dass ein Betrag in dieser Höhe für viele Leute natürlich das einzige Einkommen ist. Wir haben eine grosse Flexibilität, so wie sie am Arbeitsmarkt heute auch gefordert ist. Ich denke an die Erfahrungen, die wir alltäglich machen - auch wenn Frau Egerszegi nun etwas schmunzelt -; ich kann Ihnen reihenweise Beispiele geben. Wir haben eine Vielzahl von Leuten, die heute pro Jahr - wie es gerade auch das Arbeitslosenversicherungsgesetz fordert - fünf, sechs verschiedene Arbeitgeber haben, dies jeweils mit einem Lohn von unter 4000 Franken. Sie sehen: Diese Leute haben dann ein jährliches Einkommen von 20 000 Franken und mehr und sind trotzdem nicht AHV-berechtigt. Das ist natürlich ein grundlegender Irrtum. Das heisst, für diese Leute ist es ein echtes Problem, dass sie sich zwar aus der Sicht des Arbeitsmarktes optimal verhalten, von der AHV aber trotzdem nicht profitieren können, weil sie so keine Renten auslösen können.
Ursprünglich war ich ganz konsequent für den Entwurf des Bundesrates. Man sieht wieder einmal: Auch die Grünen unterstützen regelmässig die Bundesrätin. Weil wir in der Kommission aber gesehen haben, dass dies nicht unbedingt die besten Chancen bringt, haben wir uns auf das Konzept der Mehrheit zubewegt, dies umso mehr, als auch vorgeschlagen wird, dass man für Kleineinkommen jetzt auch Möglichkeiten eines Checksystems prüft und dass damit die wirklichen administrativen Probleme, die entstehen können, sehr klein zu halten sind. Das BSV hat in den Beratungen in der Kommission klar und deutlich gesagt, dass sich hier Möglichkeiten eröffnen, die von der Administration leicht zu handhaben sind.
",N,20010507,4607,,1.0,2001-05-07T19:36:14,2001-05-07T19:38:52,,DE
6,11648,2314,516,"Die FDP-Fraktion empfiehlt Ihnen, der Minderheit Egerszegi zuzustimmen.
Es geht nicht um eine weltbewegende Angelegenheit, aber doch um eine Vereinfachung der Administration, und das ist bekanntlich immer gut. Geringfügige Beiträge beeinträchtigen zudem spätere Rentenzahlungen nicht, wobei Herr Rudolf Rechsteiner zu Recht darauf hingewiesen hat, dass auch das seine Grenzen hat. Aber es ist schon erstaunlich, dass der Bundesrat in seinem Entwurf - obwohl es eine Kann-Bestimmung ist, darauf muss man deutlich hinweisen - mit einem Vorschlag von 1000 Franken Jahreseinkommen sehr tief gegangen ist, denn bisher war er bei 2000 Franken.
Die Kommissionsmehrheit beantragt Ihnen, den Betrag bei der Höhe einer maximalen monatlichen Altersrente festzulegen; sie geht also weiter als der Bundesrat. Aber wir kritisieren dort, dass die Flexibilität noch zu wenig gross ist und mit dem Begriff der maximalen monatlichen Altersrente kein fester Betrag bestimmt wird.
Der Antrag der Minderheit ist klar und einfach:
1. Wir bleiben bei der Formulierung des Bundesrates.
2. Die Grenze soll bei einem Lohn von 4000 Franken pro Jahr festgelegt werden.
3. Die Vorschrift soll eine Kann-Vorschrift bleiben, und der Bundesrat kann auch Bestimmungen zum Ausschluss dieser Befreiung vorsehen.
4. Das scheint mir wichtig zu sein: Der Arbeitnehmer kann in jedem Fall verlangen, dass der Arbeitgeber die Beiträge entrichtet.
Stimmen Sie der Minderheit Egerszegi zu, wie dies die FDP-Fraktion tun wird.
",N,20010507,4607,,1.0,2001-05-07T19:34:19,2001-05-07T19:36:14,,DE
7,11649,2314,462,"J'aimerais parler en particulier de la franchise qui était à 2000 francs et qui descendrait à 1000 francs. Je comprends la volonté d'économiser dont fait preuve le Conseil fédéral. Ici, on est dans des chiffres naturellement bien inférieurs à ceux mentionnés précédemment.
En fait, l'économie n'est pas vraiment prouvée. Si, mathématiquement, elle est prévue, il n'en est pas tout à fait de même dans les faits. Il y a les frais d'administration qui mangent une partie de l'économie. L'administration ne fait pas que coûter, elle complique aussi la vie, vous le savez. Elle ne complique pas trop celle des grandes entreprises qui ont une administration équipée informatiquement, au point qu'un salaire de plus ou de moins ne change pas grand-chose. Par contre, les salaires jusqu'à 4000 francs sont servis la plupart du temps par des privés, qui s'offrent les services d'un jardinier occasionnel ou d'une femme de ménage, ou autre. Obliger ces gens à cotiser, c'est les obliger à subir des complications qui risquent de les inciter à engager du personnel au noir, faisant perdre au passage l'impôt à la source, ouvrant aussi la porte à des dérapages que vous connaissez. Nous ne parlons pas ici d'assurance-maladie, évitons de faire trop de pharmacie!
J'aimerais ajouter que ce sont des revenus qui font souvent juste l'équilibre dans des budgets limites chez les salariés,  et le patron tient compte de ce genre de déduction pour fixer le salaire. Finalement, c'est le salarié qui supporte toute la charge; il n'y a pas de convention collective de travail dans ce genre de relation de patron à employés.
Au nom du groupe de l'Union démocratique du centre, je vous prie de soutenir la proposition de minorité Egerszegi.
",N,20010507,4607,,1.0,2001-05-07T19:31:58,2001-05-07T19:34:07,,FR
8,11650,2314,348,"Wie mein Vorredner möchte ich Ihnen empfehlen, beim Mittelweg der Mehrheit der Kommission zu bleiben.
Die Grundproblematik, die sich hier stellt, ist die der Mehrfachbeschäftigungen. Es ist zwar sympathisch, jemandem einen Freibetrag von 4000 Franken zu geben, aber Sie müssen wissen, dass bei der AHV im heutigen Abrechnungsverfahren in jeder Ausgleichskasse die 4000 Franken separat verrechnet werden. Es gibt dann bestimmt wieder Schlaumeier, die während einem Jahr fünf Beschäftigungen haben, dabei auf 20 000 Franken Lohn kommen und nirgends eine Prämie bezahlen. Es ist völlig legal, wenn das bei unterschiedlichen Ausgleichskassen abgewickelt wird. Das sind dann jene Leute, die im Rentenalter Beitragslücken haben und dem Staat zur Last fallen, indem sie Ergänzungsleistungen beantragen und von der Allgemeinheit ausgehalten werden müssen.
Die Kommission hat das Problem sehr einlässlich studiert. Sie hat dem Bundesrat den Auftrag gegeben, auf dem Verordnungsweg insbesondere für kleine und mittlere Unternehmen ein vereinfachtes Abrechnungsverfahren einzuführen. Wir durften mit Befriedigung feststellen, dass die Verwaltung in diesem Bereich bereits Vorschläge entwickelt hat und in Zusammenarbeit mit dem Seco daran ist, diese Vorschläge umzusetzen. Das Gesetz wird dann weiter hinten eine entsprechende Auflage statuieren.
In diesem Zusammenhang bitte ich Sie zu beachten, dass die Mehrheit der Kommission bereits eine Verbesserung vorgeschlagen hat. Es sind jetzt nicht mehr 1000 Franken, die freigestellt sind, sondern es ist die Leistung einer maximalen einfachen Altersrente; das sind zurzeit 2070 Franken.
Ich bitte Sie, im Sinne des Kompromisses, aber auch damit keine Leistungsausfälle entstehen, diesen Mittelweg mit uns zu gehen. Es wurde noch nie beziffert, wie hoch denn die Einnahmenausfälle wären, wenn Sie dem Antrag der Minderheit zustimmen würden. Es ist klar, dass diese höheren Freibeträge viel Geld kosten würden, weil sie bei Mehrfachbeschäftigungen immer wieder von neuem abgezogen werden könnten.
",N,20010507,4607,,1.0,2001-05-07T19:29:16,2001-05-07T19:31:58,,DE
9,11651,2314,523,"In Artikel 14 Absatz 5 wird der Freibetrag pro Jahr geregelt; der Betrag also, bis zu dem keine Beiträge an die AHV entrichtet werden müssen. Wir entscheiden nun über die Höhe dieses Freibetrages. Dabei ist vor allem auf eine sinnvolle und praktikable Regelung zu achten, die keinen unnötigen Aufwand verursacht, aber trotzdem ihren Zweck erfüllt.
Der Bundesrat schlägt als Freibetrag 1000 Franken vor. Dieser sehr tiefe Freibetrag verursacht in der Verwaltung, aber auch bei den abrechnungspflichtigen Betrieben einen Mehraufwand, der in keinem Verhältnis zum möglichen Ertrag steht. Von diesen Umtrieben wären einmal mehr vor allem die kleinen und mittleren Betriebe betroffen.
Darum hat, auf Antrag der Mitglieder der CVP-Fraktion, die Mehrheit der Kommission einer Regelung zugestimmt, die den Freibetrag auf die Höhe einer maximalen monatlichen Altersrente von zurzeit 2060 Franken pro Jahr erhöht. Damit kann auch der letzte Satz der bundesrätlichen Vorlage betreffend Anpassung des Freibetrages an den Rentenindex weggelassen werden.
Die Altersrente wird ja bekanntlich regelmässig angepasst. Einerseits legen wir den Freibetrag damit nach klaren und einsichtigen Kriterien fest, andererseits umgehen wir eine willkürliche und argumentativ nicht belegbare Zahl. Dieser Freibetrag betrifft nicht nur die Angestellten, sondern alle Erwerbstätigen - auch die Selbstständigerwerbenden. Wir stellen auch die Gleichbehandlung aller Erwerbstätigen sicher.
Andererseits darf der Freibetrag aus Gründen der Solidarität nicht zu hoch angesetzt werden. Der Antrag der Minderheit mit einem Betrag von 4000 Franken war die Variante mit dem höchsten Betrag, die in der Kommission diskutiert wurde. Dieser Betrag ist willkürlich gewählt und übersteigt die Grenze des geringfügigen Einkommens. Er schiesst weit über das Ziel hinaus.
Die Befreiung eines jährlichen Einkommens von 2060 Franken - dieser Betrag entspricht zurzeit einer maximalen monatlichen Altersrente - ist ebenso massvoll wie zweckmässig.
Ich bitte Sie namens der CVP-Fraktion, aus diesen Gründen dem Antrag der Mehrheit zu folgen und weder dem bundesrätlichen Entwurf, der mehr Bürokratie zur Folge hätte, noch dem Antrag der Minderheit mit einer überhöhten Beitragsbefreiung zuzustimmen.
",N,20010507,4607,,1.0,2001-05-07T19:25:15,2001-05-07T19:29:16,,DE
