,ID,IdSubject,PersonNumber,Text,MeetingCouncilAbbreviation,MeetingDate,IdSession,SpeakerFunction,CouncilId,Start,End,Function,LanguageOfText
0,221808,41626,1295,"Frau Diana Gutjahr ist erster Ersatz auf der Liste 16, ""Schweizerische Volkspartei (SVP)"", des Kantons Thurgau. Sie ist Betriebsökonomin. Der Regierungsrat des Kantons Thurgau hat sie mit Beschluss vom 3. Oktober 2017 als gewählt erklärt. Das Büro hat festgestellt, dass die Wahl von Frau Gutjahr, geboren am 13. Januar 1984, Bürgerin von Thunstetten/BE, wohnhaft in Amriswil, gültig zustande gekommen ist. Frau Diana Gutjahr ersetzt unseren zurückgetretenen Kollegen Hansjörg Walter. Aufgrund der Überprüfung der Angaben von Frau Gutjahr hat das Büro keine Mandate festgestellt, die nach Artikel 144 der Bundesverfassung und Artikel 14 des Parlamentsgesetzes mit einem parlamentarischen Mandat unvereinbar wären.
Das Büro beantragt, die Wahl von Frau Diana Gutjahr formell festzustellen.
Frau Irène Kälin ist erster Ersatz auf der Liste 5a, ""Grüne"", des Kantons Aargau. Sie ist Islamwissenschafterin. Der Regierungsrat des Kantons Aargau hat sie mit Beschluss vom 25. Oktober 2017 als gewählt erklärt. Das Büro hat festgestellt, dass die Wahl von Frau Kälin, geboren am 6. Februar 1987, Bürgerin von Einsiedeln/SZ, wohnhaft in Lenzburg, gültig zustande gekommen ist. Frau Irène Kälin ersetzt unseren zurückgetretenen Kollegen Jonas Fricker. Aufgrund der Überprüfung der Angaben von Frau Kälin hat das Büro keine Mandate festgestellt, die nach Artikel 144 der Bundesverfassung und Artikel 14 des Parlamentsgesetzes mit einem parlamentarischen Mandat unvereinbar wären.
Das Büro beantragt, die Wahl von Frau Irène Kälin formell festzustellen.
Herr Hansjörg Brunner ist erster Ersatz auf der Liste 6, ""FDP/die Liberalen"", des Kantons Thurgau. Er ist Druckereiunternehmer. Der Regierungsrat des Kantons Thurgau hat ihn mit Beschluss vom 26. September 2017 als gewählt erklärt. Das Büro hat festgestellt, dass die Wahl von Herrn Brunner, geboren am 23. November 1966, Bürger von Hemberg/SG, wohnhaft in Wallenwil, gültig zustande gekommen ist. Herr Hansjörg Brunner ersetzt unseren zurückgetretenen Kollegen Hermann Hess. Aufgrund der Überprüfung der Angaben von Herrn Brunner hat das Büro keine Mandate festgestellt, die nach Artikel 144 der Bundesverfassung und Artikel 14 des Parlamentsgesetzes mit einem parlamentarischen Mandat unvereinbar wären.
Das Büro beantragt, die Wahl von Herrn Hansjörg Brunner formell festzustellen.
Herr Niklaus-Samuel Gugger ist erster Ersatz auf der Liste 8, ""Evangelische Volkspartei (EVP)"", des Kantons Zürich. Er ist Sozialunternehmer. Der Regierungsrat des Kantons Zürich hat ihn mit Beschluss vom 12. Juli 2017 als gewählt erklärt. Das Büro hat festgestellt, dass die Wahl von Herrn Gugger, geboren am 1. Mai 1970, Bürger von Buchholterberg/BE, wohnhaft in Winterthur, gültig zustande gekommen ist. Herr Niklaus Gugger ersetzt unsere zurückgetretene Kollegin Maja Ingold. Aufgrund der Überprüfung der Angaben von Herrn Gugger hat das Büro keine Mandate festgestellt, die nach Artikel 144 der Bundesverfassung und Artikel 14 des Parlamentsgesetzes mit einem parlamentarischen Mandat unvereinbar wären.
Das Büro beantragt, die Wahl von Herrn Niklaus-Samuel Gugger formell festzustellen.
",N,20171127,5011,Mit-F,1.0,2017-11-27T14:31:41,2017-11-27T14:36:13,B,DE
6,221822,41626,3830,"Il signor Rocco Cattaneo è il primo subentrante sulla lista numero 1, ""Partito liberale radicale ticinese (PLR)"", del Cantone Ticino. Il signor Cattaneo è imprenditore. Il Consiglio di Stato del Cantone Ticino ha proclamato la sua elezione il 4 ottobre 2017.  
L'Ufficio ha costatato che l'elezione del signor Cattaneo, nato il 6 dicembre 1958, originario di Monteceneri e domiciliato a Monteceneri, è stata validata. Il signor Cattaneo sostituisce il nostro collega Ignazio Cassis.
L'Ufficio ha costatato che per il signor Rocco Cattaneo, sulla base delle indicazioni da lui fornite, non vi è alcuna incompatibilità con il mandato parlamentare ai sensi dell'articolo 144 della Costituzione federale e dell'articolo 14 della legge sul Parlamento.
L'Ufficio propone di costatare formalmente l'elezione del signor Rocco Cattaneo.
",N,20171127,5011,1VP-F,1.0,2017-11-27T14:36:13,2017-11-27T14:37:20,B,IT
2,221812,41627,514,"Vor genau 52 Wochen haben Sie mich zu Ihrem Präsidenten gewählt und mir das Vertrauen ausgesprochen. Sie haben mir dieses Amt zugetraut. 
Chers collègues, même s'il y a des moments plus faciles dans la vie d'un président que de lire la lettre de démission d'un membre du Conseil fédéral dans la langue maternelle de celui-ci, et, après des cours particuliers intensifs, de prononcer correctement le prénom de son successeur, caro Ignazio, ou encore de comprendre un rapporteur de langue latine ou romanche, ce dont il s'agit en fin de compte, ce n'est pas seulement la prestation orale qui importe, mais bien ce que nous ressentons dans notre coeur, et c'est ce qui fait la cohésion de notre beau pays.
Nun gut, in einer präsidialen Schlussrede, zu der es keine Reglemente, Vorschriften, Empfehlungen oder gar Zeitlimiten gibt, könnte ich nun über die 278 Stunden Debatten in meinem Amtsjahr - jene, die immer anwesend waren, waren also sage und schreibe elfeinhalb Tage mit mir im selben Raum - nachdenken oder eine politische Wertung der 974 Entscheide vornehmen, die Sie in diesem Jahr per Knopfdruck gefällt haben. Oder ich könnte über Erlebnisse in meinem präsidialen Alltag berichten, wie jenes anlässlich eines Besuchs in unserem sehr geschätzten Nachbarland, dem Fürstentum Liechtenstein. Bei einem Treffen mit dem Erbprinzen Alois antwortete ich auf seine Erklärung, dass der grosse Unterschied zwischen dem Fürstentum Liechtenstein und der mit ihm befreundeten Schweiz in der Monarchie bestehe, dass ich mich sehr wohl Monarchien gewohnt sei, denn bei uns zu Hause regiere die kleine Prinzessin. (Heiterkeit) Oder wir könnten auch über die Bundesratswahlen vom vergangenen 20. September sprechen. Sie alle waren da, 246 an der Zahl, und es war sehr ruhig im Saal. 86 Minuten nachdem ich die Sitzung der Bundesversammlung eröffnet hatte, schloss ich sie mit der Ankündigung, der Nationalrat tage um 15 Uhr weiter. Wir haben nicht wochenlang um eine Regierung gerungen - wir haben sie in 86 Minuten komplettiert, und darauf bin ich stolz.
Ich werde nicht über all das sprechen. Aber ich werde dann auf dem Platz dort drüben im Saal wieder an den inhaltlichen Diskussionen teilnehmen dürfen.
Seit dem 28. November des vergangenen Jahres habe ich neben meiner Hauptaufgabe, dem Präsidieren unseres Rates und der Vereinigten Bundesversammlung, unzählige Begegnungen, Kontakte, Anlässe, Gespräche und Emotionen erleben dürfen. Eines kann ich zusammenfassend über dieses intensive Jahr mit Überzeugung sagen: Beeindruckend für mich sind die Vielfalt und die Vielseitigkeit unserer Schweiz und der Menschen, die unsere Schweiz ausmachen. Auf Berndeutsch würde ich sagen: ""I has scho geng gwüsst"", aber es tut gut, es so anschaulich spüren zu dürfen.
Wenn ich mir erlauben darf, am heutigen Tag einen einzigen Rat anzubringen - danach verzichte ich auf Empfehlungen und Ratschläge -, ist es dieser: Selbst wenn wir als Politikerinnen und Politiker naturgemäss dorthin schauen müssen, wo etwas nicht oder nicht gut funktioniert, so ermuntere ich Sie doch, die Musse, die Zeit und den Mut aufzuwenden, auch dorthin zu schauen, wo es funktioniert. Und es funktioniert an vielen Orten sehr gut, ohne dass darum ein grosses Aufsehen gemacht wird. Sagen Sie bei dieser Gelegenheit auch einmal all jenen Danke, die nicht so wie Sie und ich im Rampenlicht stehen. Unsere Schweiz ist ein Kollektiv. Die  Schweiz ist nicht abhängig von einer Person, von einer Branche, von einer Institution oder von einer Fähigkeit.
In meiner Ansprache vor einem Jahr habe ich von Menschen gesprochen, die mich auf meinem bisherigen Weg begleitet haben; heute spreche ich von den Menschen, die in diesem Jahr auf demselben Weg gegangen sind wie ich. Genau darum liegt es jetzt, so kurz vor der Weitergabe der Verantwortung, an mir, ihnen allen zu danken. Ich danke meinen beiden Vizepräsidenten; sie haben mich im Team ebenso stark unterstützt wie der Generalsekretär und der Sekretär des Nationalrates. Mein Dank gilt auch meinem Amtskollegen, Herrn Ständeratspräsidenten Ivo Bischofberger, für seine loyale und immer angenehme Zusammenarbeit und für seine Freundschaft. Dem Ratsbüro und im Speziellen den Chefinnen und Chefs der sieben Bundeshausfraktionen sage ich Danke, nicht nur, weil Letztere mich auf eine anspruchsvolle Reise nach Russland begleitet haben, sondern vielmehr, weil wir es zusammen geschafft haben, die Pendenzen, aber auch die anstehenden Vorlagen gemäss dem vorgesehenen Zeitplan abzuarbeiten. Das Büro hat mir immer den Rücken gestärkt.
Mein Dank gilt den Mitarbeiterinnen und Mitarbeitern der Parlamentsdienste. Die Parlamentsdienste sind ein Uhrwerk, das dank vielen verschiedenen Teilen funktioniert, kleineren und grösseren, die wir manchmal nicht so direkt spüren, die aber ebenso wichtig sind für die Gesamtleistung des Parlamentes. Vom Reinigungsteam über das Archiv, die Übersetzung, die Gastronomie bis zur Sicherheit - alle sind wichtig, auch jene, die ich jetzt nicht namentlich genannt habe.
Ich möchte auch der Frau Bundespräsidentin und dem gesamten Bundesrat danken. Ich glaube, es ist uns gelungen, in der Gewaltentrennung die Balance zu finden - mir als gelerntem Drogisten liegt die Drogistenwaage nahe - und atmosphärisch eine gute Ausgangslage für die Debatten in unserem Ratssaal zu schaffen.
Ich bedanke mich bei meiner Fraktion, die mich vor gut drei Jahren als Vizepräsidenten nominiert hat und somit am Anfang meiner drei Jahre im Präsidium steht. Ich danke insbesondere dem bis vorletzten Samstag amtierenden Fraktionspräsidenten der SVP. Wir haben zusammen - das wissen nicht alle - über 6000 Fallschirmabsprünge absolviert, wir kennen uns länger, als unsere politischen Karrieren dauern, wir haben die gleiche militärische Ausbildung durchlebt - merci, Ädu!
Danken möchte ich aber auch meinen Freunden aus dem Sport und den anderen Bereichen der Gesellschaft, speziell - das erlauben Sie mir sicher - meinen Kollegen der Männerriege Brütten. Die Männerriege ist eine Abteilung des Turnvereins in meiner Wohngemeinde. Sie hat zu meinem Amtsantritt eine Brücke aus Holz gezimmert. Diese Brücke steht als Friedensbrücke zu Ehren des Nationalratspräsidenten auf unserem Schulhausplatz. Immer wenn sich Schüler gestritten haben oder Unstimmigkeiten hatten, reichen sie sich im Anschluss die Hand auf dieser Friedensbrücke - ein starkes und bewegendes Zeichen für mich persönlich und hoffentlich auch für unsere Gesellschaft, auch für meine postpräsidiale Zeit.
Jetzt muss ich ein bisschen in den Bauch atmen. Ich danke meiner Familie: meiner Frau Sabine, die mich so nimmt, wie ich bin, und mich nicht nur in diesem Jahr so stark unterstützt hat; meinem Mami, das mich seit exakt 49 Jahren und 45 Wochen erträgt, beschützt, begleitet und unterstützt; meinen Schwiegereltern aus Konolfingen, welche jetzt gerade zu unserer kleinen Valerie schauen. Ich kann Ihnen sagen, wir haben geübt mit unserer Tochter: Das ist die Glocke, meine persönliche Glocke; sie hat mich als Maskottchen begleitet. Es ist ein Geschenk von meinem Freundeskreis, und wir haben geübt mit ihr. Ich kann Ihnen versichern, sie hätte sie seit Beginn meiner Ansprache bis jetzt sicher schon öfter geläutet, als ich sie in diesem Jahr geläutet habe.
Also, ich danke all den Menschen in unserem Land für ihren täglichen Einsatz. Für Sicherheit, Unabhängigkeit, Freiheit und Wohlstand gibt es keine Garantie, und sie sind schon gar nicht eine Selbstverständlichkeit. Tragen Sie Sorge dazu, dass dieser Einsatz auch in Zukunft geleistet wird. Meinen Einsatz in diesem Jahr für die Gemeinschaft habe ich mit Leidenschaft und grosser Motivation erbracht. Alles, was gelingt, wurde einmal gewagt. Mein Wunsch ist, dass Sie diesen Spruch mitnehmen. Darum: Un grand merci et tout de bon pour le futur de notre patrie! (Stehende Ovation)

",N,20171127,5011,Mit-M,1.0,2017-11-27T14:40:33,2017-11-27T14:51:21,P-M,DE
4,221816,41627,514,"2. Wahl des Präsidenten des Nationalrates für 2017/18 
2. Election du président du Conseil national pour 2017/18

Präsident (Stahl Jürg, Präsident): Die CVP-Fraktion, unterstützt von allen Fraktionen, schlägt Ihnen Herrn Dominique de Buman, den ersten Vizepräsidenten, zur Wahl vor. Ich bitte die Stimmenzählerinnen und Stimmenzähler, die Wahlzettel zu verteilen. Ich mache Sie darauf aufmerksam, dass diese nur am Platz abgegeben werden. Nachträglich werden keine Wahlzettel mehr verteilt.
",N,20171127,5011,Mit-M,1.0,2017-11-27T14:52:18,2017-11-27T14:53:23,P-M,
5,221821,41627,514,"Ergebnis der Wahl - Résultat du scrutin 
Ausgeteilte Wahlzettel - Bulletins délivrés ... 191 
eingelangt - rentrés ... 189 
leer - blancs ... 10 
ungültig - nuls ... 0 
gültig - valables ... 179 
absolutes Mehr - Majorité absolue ... 90 

Es wird gewählt - Est élu 
de Buman Dominique ... mit 160 Stimmen

Ferner haben Stimmen erhalten-Ont en outre obtenu des voix
Verschiedene - Divers ... 19

Präsident (Stahl Jürg, Präsident): Herr Präsident, ich gratuliere Ihnen zu Ihrer Wahl. Ich bitte Sie, nun auf dem Sessel des Präsidenten Platz zu nehmen. Ich wünsche Ihnen von Herzen so viel Freude und Emotionen im nächsten Jahr, wie ich sie selber in diesem Jahr erleben durfte. Ganz herzliche Gratulation, lieber Dominique, alles Gute! (Stehende Ovation; Herr Stahl überreicht dem neugewählten Präsidenten einen Blumenstrauss)

de Buman Dominique übernimmt den Vorsitz 
de Buman Dominique prend la présidence
",N,20171127,5011,Mit-M,1.0,2017-11-27T15:09:01,2017-11-27T15:11:28,P-M,
21,221846,41630,4101,"Unser Rat entscheidet heute als Zweitrat über die Botschaft zur Förderung der internationalen Mobilität in der Bildung in den Jahren 2018 bis 2020. Mit dieser Botschaft beantragt der Bundesrat dem Parlament, die seit 2014 bestehende Schweizer Lösung als Ersatz des EU-Bildungsprogramms Erasmus plus drei weitere Jahre fortzuführen und die dafür notwendigen finanziellen Mittel zu sprechen. Die Förderung der Mobilität in der Aus- und Weiterbildung auf internationaler wie auch auf nationaler Ebene ist ein zentrales Element der Bildungspolitik des Bundes. Daher soll der Austausch von Studierenden, Lehrlingen und Jugendlichen im europäischen Ausland weiterhin möglich sein.
Gleichzeitig mit dieser Botschaft behandeln wir auch die Motion der WBK-SR, ""Vollassoziierung an Erasmus plus ab 2021"". Dieser Kommissionsvorstoss soll den Bundesrat beauftragen, mit der EU so rasch wie möglich über eine Schweizer Assoziierung an das Nachfolgeprogramm von Erasmus plus zu verhandeln.
Als Erstes werde ich kurz den Kontext der uns vorliegenden Botschaft in Erinnerung rufen. Wie viele von Ihnen wissen, entschieden wir hier in diesem Saal im Herbst 2013 über eine Schweizer Assoziierung an das europäischen Bildungsprogramm Erasmus plus für die Jahre 2014 bis 2020. Zu dieser Assoziierung ist es aber nie gekommen: Die Verhandlungen zwischen dem Bund und der EU wurden nicht abgeschlossen. Der Grund: Die Verhandlungspartner konnten sich nicht über den finanziellen Rahmen der Schweizer Beteiligung einigen. Nach der Annahme der Masseneinwanderungs-Initiative am 9. Februar 2014 sistierte Brüssel schliesslich die Verhandlungen über eine Assoziierung der Schweiz an das Erasmus-Programm.
In der Folge stellte der Bundesrat die bis heute laufende Lösung für eine indirekte Schweizer Beteiligung am europäischen Bildungsaustausch auf die Beine. Seither nimmt die Schweiz im Status eines Drittlandes an Erasmus teil. Dabei hat die Bildungsmobilität auf allen Stufen Priorität. Dank Hunderten von bilateralen Abkommen zwischen den Hochschulen können Schweizer im Ausland studieren. Umgekehrt können Studierende aus europäischen Staaten für einen Austausch in die Schweiz kommen. Das SBFI finanziert sämtliche Austausche direkt.
Diese Übergangslösung funktionierte in den vergangenen drei Jahren relativ gut. Nach einem Einbruch der geförderten Mobilitäten im Jahre 2014 haben sich die Zahlen stabilisiert. 2014 zählte die Schweiz alles in allem 8681 Austausche, Incoming- und Outgoing-Mobilität zusammengezählt. Im Folgejahr 2015 stiegen die Mobilitäten dann auf 9628, im Jahr 2016 waren es 10 875. Die meisten dieser Austausche erfolgten auf der Tertiärstufe.
Neben dem Austausch umfasst das Erasmus-Programm der EU aber auch internationale Zusammenarbeitsprojekte sowie Aktivitäten für politische Reformen in der Bildung. Davon ist die Schweiz nach wie vor ausgeschlossen. Schweizer Institutionen können sich nur beschränkt an internationaler Zusammenarbeit beteiligen, eine politische Mitgestaltung des europäischen Bildungsraums ist gänzlich verunmöglicht.
Gleichwohl haben wir hier im Rahmen der aktuellen Möglichkeiten eine praktikable Lösung vor uns, mit der die internationale Mobilität in der Bildung im Grossen und Ganzen gewährleistet werden kann. Diese Lösung soll nun mit der uns vorliegenden Botschaft bis zum Ende des EU-Programms im Jahre 2020 verlängert werden.
Eine Minderheit der WBK will die Botschaft aus finanziellen Gründen an den Bundesrat zurückweisen. Eine Minderheit der Finanzkommission beantragt derweil aus denselben Gründen Nichteintreten. Im Namen der WBK bitte ich Sie aber, diesen Anträgen nicht zu folgen und auf die Vorlage einzutreten.
Für die dreijährige Periode 2018-2020 beantragt der Bundesrat einen Kredit in der Höhe von 114,5 Millionen Franken. Dieser Gesamtkredit ist in drei Verpflichtungskredite aufgeteilt. Der Grossteil, nämlich 93,8 Millionen Franken, dient der Förderung der internationalen Mobilität sowie, zu einem kleinen Teil, Kooperationsaktivitäten. 11,1 Millionen Franken sind für die Betriebskosten der nationalen Agentur Movetia vorgesehen, welche für die Organisation der Austausche verantwortlich ist. Weitere 9,6 Millionen Franken stehen für Begleitmassnahmen bereit.
Mit den finanziellen Aspekten der Botschaft zur Förderung der internationalen Mobilität befasste sich auch unsere Finanzkommission im Rahmen eines Mitberichtes. Aus der Finanzkommission wurden ein Mehrheits- sowie ein Minderheitsantrag eingereicht. Diese Anträge verlangen Kürzungen der finanziellen Mittel.
Die Mehrheit der Finanzkommission sowie die Minderheit Keller Peter der WBK wollen den Verpflichtungskredit in Artikel 1 Absatz 2 Buchstabe a des Bundesbeschlusses um 9,3 Millionen Franken kürzen. Es handelt sich dabei um die finanziellen Mittel, die der Bundesrat für die Kooperation zwischen schweizerischen und ausländischen Bildungsorganisationen vorgesehen hat, also um nichts Neues. Die Mehrheit der Finanzkommission ist der Ansicht, dass wir auf Zusammenarbeitsprojekte im Bildungsbereich verzichten können. Die WBK ist hier anderer Meinung und lehnt diese Kürzung mit 16 zu 9 Stimmen ab. Die Hochschulen profitieren von der internationalen Vernetzung. Schliesslich geht es bei diesen Projekten nicht zuletzt um die Sichtbarkeit der guten Schweizer Bildung in unseren Nachbarländern.
Der zweite Antrag kommt von einer knappen Minderheit der Finanzkommission. Diese will den Bundesbeitrag von 11,1 Millionen Franken an die Betriebskosten der Agentur Movetia streichen. Auch diesen Antrag lehnt unsere Kommission ab, und zwar mit 15 zu 9 Stimmen. Die Agentur wurde gerade erst per 2017 gegründet. Sie ist eine effiziente und schlanke Organisation, die absolut notwendig ist, um die Austausche in der Bildung abwickeln zu können. Movetia ist essenziell, wenn wir weiterhin Mobilität fördern wollen.
Obwohl die Schweizer Lösung im Vergleich zu einer vollständigen Assoziierung an Erasmus plus mit den erwähnten Nachteilen behaftet ist, haben sich die betroffenen Kreise - dazu zählen unter anderem die Erziehungsdirektorenkonferenz, der ETH-Rat, die Schweizerische Rektorenkonferenz Swissuniversities, der Verband der Schweizer Studierendenschaften und die Schweizerische Arbeitsgemeinschaft der Jugendverbände (SAJV) - für deren Fortführung ausgesprochen.
Im Rahmen der Vorberatung hat unsere Kommission auch die Petition 17.2017, ""Für eine Vollassoziierung der Schweiz an Erasmus plus"", zur Kenntnis genommen, welche am 29. August 2017 von der SAJV eingereicht wurde. Die Petition wurde gestützt auf Artikel 126 Absatz 2 des Parlamentsgesetzes beraten und wird ohne Ratsbeschluss abgeschrieben, sobald das Geschäft erledigt ist.
In der Herbstsession hat der Ständerat die Botschaft zur Förderung der internationalen Mobilität in der Bildung in den Jahren 2018 bis 2020 behandelt. Die Kleine Kammer stimmte der Vorlage mit 38 Jastimmen bei 3 Enthaltungen deutlich zu. Diesem Entscheid schliesst sich die WBK an. Sie beantragt Ihnen mit 16 zu 9 Stimmen, dem Antrag des Bundesrates und dem Beschluss des Ständerates zu folgen und die Schweizer Lösung bis 2020 zu verlängern.  
Trotz dieser Zustimmung zur Vorlage anerkennt die Kommission, dass die Schweizer Lösung gegenüber einer Assoziierung an Erasmus plus gewisse Nachteile für den Wissensplatz Schweiz hat. Der Bundesrat sollte daher mittelfristig eine gleichwertige Beteiligung am EU-Programm anstreben. Aus diesem Grund empfiehlt Ihnen Ihre WBK mit 16 zu 9 Stimmen, der Kommissionsmotion 17.3630, ""Vollassoziierung an Erasmus plus ab 2021"", zuzustimmen. Dieser Vorstoss unserer Schwesterkommission verlangt vom Bundesrat, so bald wie möglich Verhandlungen über eine mögliche Schweizer Assoziierung an das Nachfolgeprogramm von Erasmus plus ab dem Jahr 2021 aufzunehmen. Eine frühzeitige Aufnahme der Verhandlungen ist vorteilhaft für die Schweiz. Dadurch wäre es nämlich möglich, die Frage einer Assoziierung sowie die damit verbundenen finanziellen Konsequenzen zusammen mit der BFI-Botschaft 2021-2024 anzugehen, was im Sinne einer Gesamtschau sinnvoll wäre. Der Ständerat stimmte dem Vorstoss mit 28 zu 13 Stimmen bei 1 Enthaltung zu.
Ich bitte Sie, diesem Kommissionsbegehren im Wissen, dass es sich erst um einen Verhandlungsauftrag handelt, ebenfalls zuzustimmen.
",N,20171127,5011,Mit-F,1.0,2017-11-27T17:02:12,2017-11-27T17:13:03,*,DE
18,221843,41630,4175,"Sie haben bei der Vorstellung dieser Vorlage gesagt, es gehe hier um die Förderung der internationalen Mobilität in der Bildung. Die Bevölkerung versteht darunter - das haben Sie ebenfalls gesagt - den Studentenaustausch usw. Ich habe eine Liste vor mir mit weiteren Projekten, die hier enthalten sind, unter anderem Kurse für Senioren, wie mit Migranten umzugehen ist.
",N,20171127,5011,Mit-M,1.0,2017-11-27T17:13:03,2017-11-27T17:13:58,Mit-M,DE
28,221854,41630,4175,"Entschuldigung, ich muss das schnell sagen.
",N,20171127,5011,Mit-M,1.0,2017-11-27T17:13:42,2017-11-27T17:13:44,Mit-M,DE
40,221872,41630,4175,"Aber sie versteht sonst die Frage nicht. (Unruhe)
",N,20171127,5011,Mit-M,1.0,2017-11-27T17:13:46,2017-11-27T17:13:51,Mit-M,DE
27,221853,41630,4175,"Frau Bulliard, ich möchte von Ihnen wissen, was solche Projekte in dieser Vorlage zu suchen haben.
",N,20171127,5011,Mit-M,1.0,2017-11-27T17:13:52,2017-11-27T17:13:58,Mit-M,DE
